tower_temperature,input_voltage,current_consumption,wind_speed,humidity,connected_users,data_traffic_gb,signal_strength,power_outages_24h,tower_age_years,active_antennas,backup_battery_charge,packet_error_rate,days_since_maintenance,tower_status,tower_type_3G,tower_type_4G,tower_type_5G
15.0,249.87,49.25,44.43,35.18,403,224.41,-65.04,3,2,3,79.16,4.36,147,0,0,0,1
15.0,180.0,98.7,17.28,79.61,123,25.87,-81.72,4,9,6,54.49,5.37,11,0,0,0,1
64.86,250.0,20.0,0.0,95.0,3500,359.34,-32.38,2,2,3,100.0,8.97,70,0,0,1,0
46.04,198.55,111.78,0.0,10.0,1786,500.0,-63.54,2,18,12,74.21,6.43,57,0,1,0,0
15.0,180.91,20.0,0.0,71.72,67,225.73,-20.0,7,11,6,100.0,3.72,11,0,1,0,0
52.89,212.79,20.0,0.0,57.25,3500,459.72,-20.0,2,25,12,87.41,13.2,302,0,1,0,0
17.92,193.3,20.0,0.0,28.31,3500,77.23,-44.6,4,0,3,100.0,5.09,365,0,0,1,0
65.65,201.49,20.0,44.88,88.58,137,107.05,-20.0,1,25,3,100.0,4.77,141,0,1,0,0
56.49,201.74,73.06,43.89,81.19,1386,375.06,-67.06,7,4,1,89.49,1.95,43,1,1,0,0
58.82,184.82,20.0,7.54,31.89,3500,245.35,-47.63,3,25,12,72.78,7.35,95,0,1,0,0
85.0,239.28,20.0,0.0,57.55,880,295.62,-63.3,8,13,9,100.0,1.99,453,0,1,0,0
22.08,190.65,120.0,44.09,36.53,3500,402.17,-110.0,1,0,3,20.19,2.75,298,0,0,1,0
15.0,245.17,20.0,54.73,16.89,3500,247.72,-20.0,1,23,12,85.49,16.89,235,0,0,0,1
15.0,186.22,65.32,18.92,58.11,3500,204.09,-53.13,9,11,6,44.19,6.14,299,0,0,1,0
15.0,200.58,80.81,6.33,29.95,3500,500.0,-20.0,0,1,9,65.51,9.18,453,0,0,1,0
22.11,250.0,20.0,0.0,45.76,2547,397.83,-20.0,5,4,9,100.0,4.54,160,0,0,1,0
29.74,180.0,20.0,0.0,45.9,3500,474.26,-33.88,2,25,9,98.83,20.29,11,0,0,0,1
15.0,242.55,85.91,61.26,65.78,1185,31.17,-37.12,2,11,12,75.61,3.17,201,0,0,1,0
36.79,209.18,120.0,0.0,46.44,3500,500.0,-69.13,9,25,3,39.93,13.26,263,0,0,0,1
15.0,225.91,120.0,120.0,30.56,3500,71.14,-110.0,3,25,6,60.84,9.66,124,0,0,1,0
15.0,205.43,54.99,50.93,44.07,2366,52.35,-20.0,1,9,3,78.97,1.29,29,0,0,0,1
15.0,200.22,20.0,7.35,38.1,2034,147.8,-41.98,2,1,9,61.24,6.87,1,0,0,1,0
51.06,193.46,62.82,10.66,41.03,1036,278.98,-110.0,1,2,10,70.86,6.61,30,1,0,1,0
15.0,227.15,120.0,48.72,95.0,613,86.93,-20.0,4,25,6,43.02,0.42,187,0,1,0,0
66.58,187.19,52.63,0.0,60.18,3500,182.82,-97.45,1,16,3,61.13,5.1,280,0,1,0,0
17.73,241.7,120.0,39.12,26.1,3500,28.76,-99.29,7,21,9,18.93,11.91,106,0,1,0,0
45.56,223.11,20.0,2.65,43.26,1589,68.73,-20.0,0,19,9,100.0,3.17,489,0,0,1,0
18.64,235.11,89.19,53.9,37.94,3500,332.97,-49.75,3,22,9,43.68,4.02,230,0,1,0,0
15.0,250.0,120.0,101.42,88.32,172,53.27,-48.91,4,15,9,22.94,7.05,179,0,0,1,0
53.29,250.0,31.96,49.85,45.42,3500,500.0,-49.15,10,3,9,72.44,20.24,28,1,1,0,0
85.0,190.18,20.0,108.36,69.51,3500,71.71,-20.0,3,7,7,15.92,22.16,57,1,0,1,0
49.92,250.0,20.0,35.18,29.92,1778,92.01,-53.77,1,25,6,86.15,13.94,101,1,1,0,0
56.9,250.0,20.0,18.33,42.53,3500,414.53,-20.0,1,25,12,21.7,14.04,374,0,0,1,0
85.0,193.06,20.0,0.0,24.51,3500,473.35,-51.83,8,25,7,10.16,20.63,130,1,1,0,0
39.22,215.18,32.82,0.0,80.22,3500,500.0,-52.25,2,25,9,52.28,9.26,8,0,1,0,0
41.03,206.82,120.0,1.28,78.38,9,313.62,-20.0,2,1,3,41.5,5.5,160,0,0,1,0
38.02,215.29,20.0,0.0,10.0,2527,8.41,-29.26,2,3,3,100.0,11.33,110,0,1,0,0
15.0,250.0,110.68,43.84,78.34,48,131.21,-26.56,1,7,9,62.22,1.38,394,0,0,1,0
35.25,250.0,120.0,0.0,66.1,821,349.03,-25.62,1,9,12,100.0,4.05,130,0,0,0,1
60.77,244.52,20.0,31.47,10.0,3500,5.0,-20.0,5,4,9,48.54,13.58,5,0,1,0,0
15.0,202.55,120.0,116.72,11.08,3500,202.31,-69.17,1,14,9,56.99,5.14,138,0,0,0,1
85.0,195.56,120.0,23.13,32.15,3500,340.3,-82.06,11,25,6,40.11,7.13,264,0,0,0,1
85.0,210.08,20.0,0.0,41.5,3076,100.93,-39.8,1,23,3,97.35,0.46,227,0,0,1,0
69.36,221.68,120.0,17.48,52.54,2273,138.19,-60.04,9,14,6,53.58,2.91,252,0,0,0,1
55.4,195.88,44.21,35.93,13.25,3500,418.38,-63.14,0,4,9,34.19,5.93,277,0,0,0,1
55.79,250.0,120.0,82.83,68.1,3422,292.08,-20.0,10,17,3,70.89,6.96,72,0,1,0,0
30.03,194.8,120.0,0.0,65.8,189,102.46,-110.0,8,7,6,72.65,0.54,70,0,0,1,0
15.0,181.48,20.0,0.0,56.28,3500,172.41,-65.73,0,6,6,78.26,8.1,472,0,0,0,1
54.97,206.39,111.5,0.0,10.0,1905,54.51,-85.58,6,10,12,83.78,1.22,40,0,0,1,0
85.0,234.31,120.0,0.0,76.76,1679,500.0,-48.99,4,5,3,100.0,10.75,145,0,0,1,0
15.0,216.61,120.0,26.54,87.15,2027,308.25,-26.41,1,5,3,66.42,11.96,60,0,1,0,0
85.0,243.27,20.0,25.59,64.97,3500,500.0,-20.0,0,25,12,30.34,16.03,214,0,0,1,0
15.0,180.0,120.0,104.39,47.33,3500,500.0,-95.02,0,25,9,3.45,8.92,407,0,0,1,0
76.7,222.91,31.74,0.0,34.18,3500,305.96,-53.29,0,16,12,44.21,1.12,330,0,0,1,0
40.46,180.0,20.0,0.0,77.78,146,94.77,-56.25,7,6,9,100.0,7.4,131,0,0,1,0
51.57,246.8,57.87,41.52,95.0,949,310.02,-45.42,5,25,5,60.64,11.68,202,1,0,1,0
76.57,180.0,49.72,16.44,74.38,3500,500.0,-65.45,4,25,12,64.03,6.25,20,0,1,0,0
15.0,250.0,20.0,0.0,41.67,1027,500.0,-78.48,4,25,9,39.36,10.02,5,0,0,0,1
15.0,250.0,120.0,47.32,84.21,3500,307.66,-61.86,1,16,6,92.74,2.77,300,0,0,0,1
48.17,205.43,28.03,0.0,25.46,1928,228.14,-88.17,4,24,3,100.0,7.73,562,0,0,1,0
76.16,246.02,78.68,1.5,52.94,3500,108.91,-58.6,3,13,6,18.29,5.34,106,0,0,1,0
17.2,233.73,120.0,32.1,10.0,3206,5.0,-65.39,1,22,12,75.39,3.72,28,0,1,0,0
33.52,180.0,20.0,0.0,37.74,3194,287.66,-69.82,3,24,6,38.6,2.85,118,0,0,1,0
51.33,250.0,20.0,35.5,21.24,3500,411.08,-20.36,4,17,9,77.14,7.97,279,0,1,0,0
15.0,237.32,85.65,0.0,18.47,3500,351.35,-22.35,4,12,9,93.55,0.08,127,0,1,0,0
24.44,195.53,61.3,0.0,60.5,1554,399.07,-39.23,1,11,9,72.61,2.88,51,0,0,1,0
63.16,224.93,20.0,17.48,45.42,3500,294.22,-20.0,3,8,3,64.67,0.76,96,0,0,1,0
15.0,217.32,111.77,47.99,41.36,803,48.46,-20.0,4,18,12,39.91,6.32,88,0,1,0,0
18.63,202.54,120.0,0.0,21.3,233,500.0,-107.55,2,25,9,39.5,8.1,163,0,0,1,0
64.84,240.07,120.0,0.0,58.38,2954,471.26,-20.0,1,22,12,93.21,8.73,202,0,0,0,1
15.0,217.83,120.0,0.0,63.33,3215,255.4,-53.3,4,22,9,0.0,15.54,299,0,0,1,0
15.0,220.82,120.0,30.79,78.35,3500,247.82,-93.47,0,12,12,100.0,0.84,405,0,0,0,1
45.64,227.71,120.0,17.71,62.52,594,44.68,-20.0,1,8,9,90.03,8.76,30,0,0,1,0
29.55,195.55,110.83,120.0,81.48,2509,25.7,-110.0,3,11,0,26.29,8.78,290,1,0,1,0
50.7,203.63,20.0,4.59,58.74,1115,90.11,-34.89,2,16,9,69.19,3.11,183,0,0,1,0
15.0,225.38,120.0,0.0,24.25,3500,23.52,-20.0,8,25,9,68.53,1.28,35,0,0,0,1
64.7,200.46,20.0,25.1,62.07,3500,171.88,-71.28,1,19,4,16.66,13.05,162,1,0,0,1
79.01,208.36,42.64,0.0,40.33,213,399.76,-62.9,0,18,9,100.0,4.2,202,0,0,1,0
15.0,250.0,20.0,0.0,27.18,3500,446.22,-20.0,10,5,12,100.0,4.68,189,0,0,1,0
58.73,207.98,109.31,59.82,77.92,3500,455.47,-88.99,0,10,9,11.95,4.46,203,0,0,0,1
69.73,219.14,20.0,0.0,74.24,2667,241.57,-29.82,1,14,6,57.35,3.05,265,0,0,0,1
15.0,187.64,40.53,13.77,29.1,1901,395.66,-27.26,1,18,9,40.32,3.61,14,0,1,0,0
17.8,206.48,27.5,13.26,89.61,3313,495.95,-37.22,1,16,9,100.0,9.22,62,0,0,0,1
26.37,240.85,26.53,10.01,93.36,1020,101.66,-20.0,4,10,12,83.84,4.3,44,0,0,0,1
19.12,192.88,120.0,38.32,58.99,1133,500.0,-110.0,3,23,3,62.28,5.63,98,0,0,1,0
26.84,250.0,86.17,25.75,95.0,3163,188.02,-25.08,4,12,3,82.46,5.14,418,0,0,1,0
15.0,228.63,45.43,23.57,71.95,1456,15.5,-20.0,3,5,12,81.14,4.07,163,0,0,1,0
23.83,188.15,33.95,0.0,59.62,2007,183.59,-58.55,0,14,3,68.46,1.97,376,0,0,0,1
65.18,180.0,62.29,0.0,95.0,1533,353.28,-84.25,6,22,3,100.0,0.86,291,0,1,0,0
52.22,235.54,20.0,0.0,56.9,3500,387.69,-20.0,3,1,6,62.38,9.21,44,0,1,0,0
15.0,234.88,99.31,90.71,53.27,1415,283.28,-20.0,4,10,9,46.31,4.32,269,0,0,1,0
46.55,180.0,27.28,0.0,10.0,379,372.41,-36.19,0,6,3,57.7,2.22,179,0,0,1,0
19.4,185.09,48.75,0.0,34.49,1950,313.76,-65.75,0,18,9,67.07,0.14,146,0,1,0,0
17.68,236.8,20.84,39.97,51.46,2721,71.24,-20.0,5,15,9,54.77,8.04,281,0,0,1,0
15.0,184.86,66.4,55.62,21.35,1308,330.08,-73.65,1,0,3,70.78,5.3,252,0,1,0,0
36.17,180.0,81.07,0.0,20.73,1598,29.3,-46.21,1,15,12,45.45,8.22,77,0,0,1,0
29.21,180.0,120.0,16.73,25.64,3250,308.5,-109.71,3,13,6,77.08,1.07,148,0,0,0,1
40.23,250.0,56.27,0.0,95.0,1960,47.45,-55.49,7,3,6,66.32,1.8,562,0,0,0,1
15.0,229.46,105.53,85.09,51.21,2135,109.47,-20.0,3,23,9,49.94,1.32,16,0,0,1,0
62.73,180.0,80.98,0.0,45.53,613,322.17,-110.0,7,23,6,100.0,7.64,298,0,0,1,0
23.58,186.51,120.0,21.29,28.98,1993,339.04,-42.85,5,20,6,33.19,6.66,104,0,0,0,1
85.0,209.15,20.0,0.0,62.41,3500,253.83,-58.93,10,25,0,88.31,19.09,21,1,0,1,0
70.56,250.0,20.0,0.0,63.75,208,108.53,-20.0,1,15,6,85.89,4.26,519,0,0,1,0
54.51,227.12,120.0,52.7,69.54,257,166.76,-38.05,4,13,12,100.0,7.84,62,0,0,1,0
15.0,205.81,52.45,3.23,39.81,3500,296.65,-26.69,0,11,9,100.0,1.08,345,0,0,1,0
15.0,225.67,34.45,120.0,10.0,3500,272.49,-20.0,1,0,3,8.91,12.2,158,0,0,1,0
15.0,180.0,120.0,64.87,31.49,3500,46.91,-110.0,7,18,3,72.94,11.88,426,0,1,0,0
15.0,194.05,120.0,61.11,35.53,3500,234.67,-28.61,0,25,12,52.56,3.39,81,0,0,0,1
15.0,214.91,120.0,8.84,20.91,697,164.2,-101.25,1,21,3,31.35,1.58,204,0,0,0,1
15.66,225.3,120.0,91.62,95.0,3500,164.82,-32.22,7,25,3,12.4,0.19,1,0,0,1,0
81.93,213.36,20.0,0.0,59.77,2571,433.31,-29.21,0,25,6,100.0,2.55,359,0,1,0,0
66.98,222.17,38.05,31.1,62.59,2529,388.67,-64.45,10,10,3,69.22,13.77,44,1,0,0,1
15.0,226.63,120.0,21.93,45.01,1847,353.22,-23.31,4,22,3,5.02,5.07,370,0,0,0,1
53.49,194.35,120.0,16.53,65.26,3500,438.37,-110.0,6,3,12,61.31,4.4,296,0,0,1,0
39.89,250.0,120.0,52.96,48.11,3500,116.73,-68.6,3,25,3,85.69,1.24,279,0,0,0,1
15.0,222.28,120.0,112.38,10.0,3500,118.58,-110.0,0,17,3,53.74,8.08,288,0,1,0,0
15.0,232.62,62.89,10.45,36.91,2726,19.25,-25.44,2,11,12,93.1,3.73,315,0,0,1,0
59.7,221.61,20.0,0.0,73.11,3500,334.73,-20.0,5,2,3,69.25,8.15,340,0,0,1,0
48.88,222.41,35.56,0.0,26.36,2199,84.92,-50.62,1,25,6,100.0,6.4,71,0,0,1,0
15.0,227.07,90.61,5.14,95.0,626,249.01,-20.0,2,17,6,75.43,9.58,266,0,1,0,0
18.43,197.73,95.35,57.09,10.0,1436,423.9,-47.66,2,5,6,57.91,1.74,290,0,0,0,1
15.0,240.02,20.0,60.99,36.84,3187,126.1,-20.0,0,19,6,58.72,13.01,326,0,1,0,0
15.0,198.73,120.0,30.83,21.57,1738,104.53,-110.0,1,23,9,40.6,6.98,61,0,0,1,0
85.0,180.0,20.0,34.21,35.31,3500,500.0,-69.08,10,19,5,0.0,1.56,7,1,1,0,0
38.04,199.93,20.0,0.0,61.08,1090,101.58,-57.19,2,25,12,99.57,4.21,337,0,0,1,0
15.0,250.0,57.13,0.0,24.62,2850,159.66,-20.0,9,5,6,100.0,4.95,376,0,0,1,0
53.91,233.56,70.08,51.66,70.38,3500,345.95,-60.99,1,13,9,2.34,10.05,346,0,1,0,0
15.0,228.53,120.0,65.47,18.64,614,27.75,-43.68,4,7,12,60.24,5.87,105,0,0,1,0
26.62,184.09,20.0,5.94,86.14,466,26.86,-20.0,1,2,9,64.38,4.47,39,0,1,0,0
63.44,205.24,40.98,42.65,71.22,1378,170.83,-20.0,1,25,12,65.75,5.12,202,0,0,1,0
15.0,188.87,20.0,0.0,70.06,2234,78.29,-20.0,8,0,9,100.0,7.92,190,0,0,0,1
15.0,250.0,20.0,38.98,43.16,3500,500.0,-20.0,5,7,3,63.82,7.65,268,0,0,1,0
15.0,250.0,120.0,87.99,46.48,3500,120.46,-110.0,5,25,12,47.55,10.99,69,0,0,1,0
18.86,188.84,109.64,0.0,47.1,3500,299.15,-39.47,1,14,12,49.69,3.27,445,0,0,0,1
40.64,217.68,20.0,0.0,71.83,1306,87.32,-38.34,2,6,3,82.83,6.22,93,0,0,0,1
48.42,199.94,65.12,60.42,69.22,3222,317.52,-95.01,5,9,7,70.13,18.41,202,1,0,1,0
44.71,193.06,20.0,0.0,29.8,1371,277.33,-31.89,0,4,12,88.41,5.19,13,0,0,1,0
31.05,226.86,69.37,10.49,95.0,1412,144.03,-76.25,4,0,12,90.33,2.28,457,0,0,0,1
15.0,243.84,100.82,45.57,14.54,2341,221.22,-32.06,5,15,12,70.45,0.47,36,0,0,1,0
19.55,200.21,120.0,54.03,90.14,1337,280.73,-110.0,1,25,6,75.06,0.48,57,0,0,1,0
37.78,235.1,93.55,0.0,74.87,2228,240.25,-39.36,3,25,12,57.29,2.08,358,0,1,0,0
42.6,230.48,20.0,0.0,51.43,3500,39.82,-74.16,4,7,12,100.0,0.76,472,0,0,1,0
85.0,203.87,113.88,0.0,27.6,3500,308.97,-88.91,5,22,9,66.39,0.04,108,0,0,1,0
55.77,180.0,36.3,0.0,34.75,3500,500.0,-61.23,5,25,9,94.61,5.87,226,0,0,1,0
16.22,197.66,120.0,0.0,92.8,1706,459.08,-84.16,0,12,3,39.36,0.21,503,0,0,0,1
22.98,180.0,94.52,3.24,95.0,3500,137.69,-96.39,5,10,6,61.75,4.33,161,0,0,1,0
62.49,250.0,20.0,0.0,10.0,3500,457.17,-26.54,2,24,12,57.75,9.25,182,0,1,0,0
72.75,180.0,120.0,40.68,36.7,3500,500.0,-110.0,6,25,3,75.88,0.7,198,0,0,1,0
15.0,193.78,20.0,67.26,14.55,3500,296.63,-20.0,4,5,3,54.76,4.2,189,0,0,1,0
59.58,222.68,93.06,0.0,38.09,3500,285.58,-58.52,8,23,8,83.63,4.58,53,1,0,1,0
15.0,222.81,20.0,61.69,37.42,2812,158.35,-37.36,3,22,12,58.06,15.06,234,0,0,1,0
15.0,233.02,20.0,0.0,41.55,3058,257.71,-40.84,4,4,9,40.07,11.48,12,0,0,0,1
15.0,180.0,120.0,93.59,56.77,1143,367.22,-20.0,6,2,12,0.0,8.06,213,0,0,1,0
15.0,211.58,120.0,0.0,61.38,3500,461.82,-47.78,3,10,3,68.52,6.12,17,0,0,0,1
53.21,212.59,61.17,0.0,43.92,755,304.04,-43.74,1,10,9,98.18,5.23,37,0,0,0,1
15.0,241.13,120.0,79.38,46.04,1897,61.67,-91.95,2,12,6,65.1,1.23,52,0,1,0,0
63.6,200.92,20.0,9.58,89.76,2200,500.0,-36.88,3,21,12,100.0,5.93,188,0,0,1,0
62.83,202.04,20.0,0.0,74.96,177,475.42,-65.42,1,10,3,100.0,1.58,24,0,0,0,1
83.97,250.0,20.0,0.0,33.29,2379,500.0,-45.24,2,9,12,100.0,6.18,129,0,0,0,1
59.35,180.0,20.0,0.0,39.72,1748,67.59,-91.96,0,25,8,40.36,9.55,184,1,0,1,0
15.0,208.45,118.91,83.63,78.58,1445,319.93,-43.95,1,11,12,33.09,4.64,100,0,0,1,0
79.62,185.98,27.86,19.89,25.76,3500,145.99,-110.0,3,1,8,27.35,9.06,464,1,1,0,0
62.45,180.0,20.0,0.0,55.08,3500,500.0,-20.0,5,25,3,52.03,8.06,61,0,0,1,0
53.49,180.0,120.0,83.0,43.31,3500,240.56,-20.0,7,3,3,43.41,9.56,387,0,1,0,0
21.55,250.0,20.0,13.47,75.64,3217,484.45,-101.95,1,8,9,100.0,1.03,93,0,0,0,1
61.37,198.16,20.0,0.0,35.36,506,91.01,-69.53,3,0,3,100.0,1.1,245,0,0,0,1
15.0,250.0,34.05,49.31,82.03,3500,158.77,-20.0,4,14,3,47.59,11.45,185,0,1,0,0
15.0,228.68,92.83,17.43,43.02,720,34.13,-34.02,2,14,3,66.02,8.21,41,0,0,0,1
54.52,180.0,20.0,0.0,67.64,3500,160.71,-48.54,2,3,9,23.6,7.46,29,0,0,1,0
20.8,240.98,120.0,46.65,59.62,3500,351.62,-63.39,0,25,12,100.0,7.84,504,0,1,0,0
68.98,250.0,85.07,0.0,30.69,1651,24.33,-85.92,5,6,12,100.0,4.96,356,0,0,0,1
30.69,203.32,51.31,71.08,84.94,2965,30.29,-49.88,2,2,12,48.68,1.45,25,0,0,0,1
39.68,250.0,120.0,0.0,95.0,498,500.0,-73.71,4,25,6,67.96,6.64,276,0,1,0,0
85.0,250.0,72.01,0.0,62.63,2743,500.0,-51.42,6,25,3,100.0,8.26,167,0,0,0,1
85.0,231.79,20.0,24.3,92.3,3500,306.55,-20.0,3,25,6,58.42,10.52,10,0,1,0,0
15.0,187.94,120.0,2.07,15.04,2348,84.41,-86.73,2,4,3,19.35,3.6,44,0,0,1,0
49.56,227.84,104.62,38.13,10.0,129,428.81,-102.44,3,7,9,100.0,8.28,99,1,1,0,0
17.73,180.0,20.0,0.0,37.17,2347,176.04,-47.87,0,9,12,100.0,4.84,202,0,0,1,0
15.0,209.76,120.0,58.4,92.08,3500,338.2,-74.51,2,25,9,53.27,4.6,34,0,1,0,0
60.99,181.31,67.93,0.0,10.29,2519,37.41,-110.0,1,11,9,100.0,8.83,135,0,0,1,0
56.45,180.0,20.0,0.0,60.09,3500,246.59,-31.07,3,3,12,60.58,4.51,43,0,0,0,1
39.28,250.0,94.95,44.44,45.93,2930,130.27,-20.0,8,1,7,100.0,1.38,237,1,1,0,0
15.0,190.16,120.0,45.96,34.99,1988,236.51,-69.52,2,14,9,43.11,3.25,16,0,0,0,1
37.94,219.13,27.25,37.94,27.28,1817,112.42,-55.69,2,25,1,46.85,15.57,289,1,0,1,0
24.88,250.0,116.55,14.05,48.22,3378,274.63,-20.0,1,6,12,95.91,2.19,188,0,1,0,0
15.0,250.0,120.0,56.73,33.68,2367,182.04,-47.39,6,25,3,55.36,3.41,112,0,0,0,1
64.07,180.0,39.52,0.0,77.64,3347,221.02,-102.36,3,8,6,100.0,9.66,116,0,1,0,0
51.41,235.85,20.0,0.0,58.82,2654,302.38,-20.8,0,20,6,97.04,7.38,365,0,0,0,1
46.49,202.3,20.0,25.53,42.96,1583,294.05,-22.04,0,24,12,100.0,0.74,336,0,1,0,0
15.0,241.25,120.0,17.7,14.66,3500,111.92,-108.35,0,25,9,77.79,12.2,135,0,0,0,1
64.29,223.68,20.0,0.0,18.32,3500,162.91,-21.31,3,25,12,97.02,0.43,38,0,0,1,0
85.0,180.0,102.62,51.66,31.35,3500,31.87,-110.0,2,13,10,55.42,16.03,142,1,0,1,0
51.14,250.0,20.0,50.75,24.58,721,93.68,-39.95,1,9,6,76.97,6.69,243,0,0,1,0
85.0,214.63,120.0,31.75,26.73,2431,164.46,-29.2,8,4,3,70.39,6.38,207,0,0,1,0
50.55,199.57,63.91,18.05,81.1,3500,390.16,-36.62,5,12,7,100.0,4.37,69,1,0,1,0
15.0,230.85,120.0,99.01,54.94,3059,199.35,-84.77,2,25,3,23.03,6.73,82,0,0,0,1
79.68,208.0,120.0,0.0,92.51,1739,108.86,-71.3,10,12,5,66.74,12.25,343,1,0,0,1
69.61,181.04,20.0,0.0,78.61,390,255.66,-64.07,3,7,12,100.0,2.58,123,0,0,1,0
26.91,250.0,20.0,52.07,20.49,2855,390.2,-20.0,0,3,6,70.51,5.32,43,0,0,1,0
15.0,228.31,110.71,3.61,13.14,152,52.29,-39.58,1,19,12,99.84,11.08,296,0,0,0,1
42.99,250.0,120.0,0.0,95.0,1690,500.0,-75.37,3,20,3,86.38,4.07,175,0,0,1,0
27.31,230.36,63.62,7.37,86.5,1786,500.0,-20.0,2,9,6,100.0,2.13,284,0,0,1,0
34.08,221.15,120.0,0.0,65.6,3500,56.99,-110.0,3,18,3,90.66,9.88,393,0,0,0,1
66.22,213.29,52.52,0.0,37.26,3500,128.33,-64.31,6,20,9,80.24,1.94,122,0,0,0,1
21.39,227.12,45.14,29.17,43.32,1939,398.11,-61.26,1,10,12,92.56,3.88,36,0,0,0,1
66.75,199.13,120.0,0.0,34.87,1343,500.0,-53.08,2,5,6,91.08,1.04,67,0,0,1,0
15.0,248.37,120.0,0.0,56.92,3500,68.41,-20.0,0,22,12,100.0,1.93,251,0,0,0,1
85.0,212.77,20.0,0.0,10.0,3500,500.0,-20.0,0,22,12,24.32,10.39,178,0,0,1,0
15.0,199.2,120.0,19.46,56.15,2664,354.4,-38.11,2,20,3,54.79,0.22,125,0,0,0,1
43.76,250.0,120.0,47.2,49.3,2446,212.62,-92.28,1,24,9,80.06,3.25,31,0,1,0,0
15.0,195.78,91.78,21.88,30.77,1934,161.79,-96.05,2,2,9,68.93,4.76,196,0,1,0,0
25.46,238.47,59.18,0.0,60.39,1898,317.79,-82.83,0,15,12,97.56,3.36,252,0,0,1,0
63.58,185.33,120.0,24.57,38.03,3500,369.74,-110.0,2,1,12,0.0,7.97,466,0,0,1,0
72.79,242.25,120.0,0.0,39.71,2043,215.29,-79.15,2,14,12,26.56,3.31,166,0,0,0,1
15.0,222.15,20.0,0.0,38.14,2208,112.55,-86.01,5,5,3,93.85,2.09,294,0,1,0,0
15.0,221.52,63.33,44.45,46.58,3299,126.25,-20.0,1,9,3,40.6,5.86,158,0,0,0,1
32.78,200.67,76.93,24.32,45.91,1311,163.69,-29.36,3,9,6,80.34,9.44,249,0,0,1,0
59.74,183.46,120.0,0.0,37.94,3500,165.08,-106.8,0,4,3,31.42,1.26,640,0,0,0,1
15.0,210.28,28.34,29.07,18.03,3500,420.29,-88.82,3,0,9,100.0,5.71,64,0,0,1,0
42.79,250.0,120.0,0.0,93.5,3500,201.92,-20.0,5,25,6,100.0,0.56,68,0,0,1,0
15.0,236.08,97.05,44.49,31.12,565,324.5,-20.0,2,24,12,67.32,0.85,251,0,1,0,0
18.74,228.82,79.53,0.0,49.53,545,424.38,-26.07,4,25,12,90.13,2.15,281,0,0,0,1
39.1,220.72,77.42,0.13,10.0,780,80.59,-20.0,1,1,9,72.74,2.08,105,0,0,1,0
60.71,190.66,79.12,48.93,39.06,3302,21.4,-89.44,4,2,9,13.14,13.04,199,1,0,1,0
53.45,189.79,28.64,22.57,24.45,2119,124.49,-20.0,4,10,11,83.64,8.39,304,1,1,0,0
19.78,202.04,20.0,23.51,73.48,3500,279.85,-42.37,2,21,12,53.7,11.91,56,0,1,0,0
73.45,225.01,20.0,0.0,53.79,1989,185.43,-48.31,0,12,6,71.72,0.23,308,0,0,0,1
15.0,231.42,20.0,0.0,12.34,3500,276.67,-20.0,7,3,12,79.08,5.14,142,0,0,1,0
24.68,180.0,74.22,0.0,79.43,1397,274.35,-31.09,0,6,3,59.53,9.99,53,0,0,1,0
33.64,197.07,57.75,0.0,10.0,2100,500.0,-61.29,8,25,10,15.49,1.22,135,1,0,1,0
61.97,181.86,20.0,18.36,33.63,3289,84.36,-20.0,4,6,12,54.47,0.01,70,0,0,0,1
56.96,219.86,68.5,0.0,47.91,1520,6.2,-93.69,3,3,9,100.0,4.58,294,0,1,0,0
34.5,180.0,120.0,0.0,40.21,969,387.28,-110.0,6,12,3,62.44,3.21,111,0,0,1,0
21.18,250.0,114.1,0.0,52.75,3500,456.26,-20.0,3,11,6,56.16,4.74,53,1,1,0,0
30.93,238.84,53.88,77.04,39.86,3500,193.48,-31.79,7,3,9,0.33,0.0,213,0,1,0,0
83.03,207.53,65.56,0.0,51.62,3500,430.06,-59.15,6,25,6,55.05,9.06,293,0,0,1,0
15.0,242.01,110.43,59.91,49.04,76,86.81,-38.62,2,15,12,50.27,7.19,17,0,0,0,1
15.98,196.85,120.0,0.0,95.0,229,370.68,-46.4,2,14,9,48.43,2.12,112,0,1,0,0
15.0,180.0,120.0,24.71,64.35,741,275.39,-110.0,3,12,12,48.37,6.92,89,0,0,1,0
18.93,223.7,63.87,0.0,95.0,2029,49.95,-57.71,0,11,9,95.3,3.24,173,0,1,0,0
24.36,229.88,120.0,0.0,38.22,3500,30.79,-34.01,2,25,12,100.0,3.77,155,0,0,0,1
30.32,238.64,65.11,37.36,10.0,3500,394.11,-54.22,1,6,12,63.48,1.41,243,0,0,1,0
15.0,233.31,84.2,94.35,57.72,1035,23.48,-20.0,0,10,6,32.61,5.53,113,0,0,1,0
60.11,249.58,120.0,0.0,71.13,782,297.54,-110.0,1,11,6,27.37,5.48,181,0,1,0,0
16.95,188.81,20.0,12.36,95.0,3500,120.33,-20.0,7,10,8,79.27,4.04,448,1,0,0,1
19.25,211.84,110.81,34.79,58.25,102,12.05,-20.0,0,18,9,59.67,1.66,65,0,0,1,0
24.74,205.92,118.34,0.0,10.0,48,65.91,-40.89,1,12,12,74.68,9.63,175,0,0,1,0
29.06,180.0,20.0,0.0,92.14,3500,256.48,-54.32,0,24,6,75.02,3.81,49,0,0,0,1
